GEOID,state,medinc_totalE,medinc_totalM,medinc_15_24E,medinc_15_24M,medinc_25_44E,medinc_25_44M,medinc_45_64E,medinc_45_64M,medinc_65_plusE,medinc_65_plusM,year,med_rentE,med_rentM,annual_rent,rtb_15_24,rtb_25_44,burden_cat_young,burden_cat_established,affordability_gap
28,Mississippi,54915,586,33943,2171,60039,970,65213,955,42561,700,2023,923,7,11076,32.631175794714665,18.448008794283716,Burdened (30-50%),Affordable (<30%),14.183167000430949
29,Missouri,68920,368,39123,1039,78933,813,82762,754,50896,488,2023,996,5,11952,30.54980446284794,15.141955835962145,Burdened (30-50%),Affordable (<30%),15.407848626885796
30,Montana,69922,768,40864,1685,80985,1555,82525,1632,53576,1369,2023,1031,13,12372,30.276037588097104,15.276903130209298,Burdened (30-50%),Affordable (<30%),14.999134457887806
31,Nebraska,74985,575,42053,1203,85119,1102,91617,1173,55060,806,2023,1035,7,12420,29.534159275200345,14.591336834314314,Affordable (<30%),Affordable (<30%),14.942822440886031
32,Nevada,75561,714,51016,1758,79717,1293,88942,1098,58830,971,2023,1489,9,17868,35.02430610004704,22.414290552830636,Burdened (30-50%),Affordable (<30%),12.610015547216406
33,New Hampshire,95628,1073,61942,4997,108640,1726,116762,1875,63716,1334,2023,1423,16,17076,27.56772464563624,15.717967599410898,Affordable (<30%),Affordable (<30%),11.849757046225342
34,New Jersey,101050,527,53231,3083,109946,1073,122699,974,69102,733,2023,1653,6,19836,37.26400030057673,18.041584050351993,Burdened (30-50%),Affordable (<30%),19.22241625022474
35,New Mexico,62125,608,34497,1760,67702,1217,73136,1354,51596,875,2023,1021,12,12252,35.51613183755109,18.096954299725265,Burdened (30-50%),Affordable (<30%),17.419177537825828
36,New York,84578,372,46866,1118,97722,903,100146,706,58643,467,2023,1576,6,18912,40.353347842785816,19.35285810769325,Burdened (30-50%),Affordable (<30%),21.000489735092565
37,North Carolina,69904,346,41769,706,77423,681,83318,753,51439,415,2023,1162,4,13944,33.383609854198085,18.010152022008963,Burdened (30-50%),Affordable (<30%),15.373457832189121
38,North Dakota,75949,1002,42600,3346,87075,2042,94643,2026,54965,1594,2023,934,11,11208,26.309859154929576,12.871662360034453,Affordable (<30%),Affordable (<30%),13.438196794895124
39,Ohio,69680,287,40634,776,78756,519,84899,609,51608,281,2023,988,3,11856,29.17753605355121,15.054091116867285,Affordable (<30%),Affordable (<30%),14.123444936683926
40,Oklahoma,63603,419,38294,1179,70936,621,74731,833,52191,510,2023,980,5,11760,30.709771765811876,16.578324123153266,Burdened (30-50%),Affordable (<30%),14.13144764265861
41,Oregon,80426,573,44772,1294,91890,1013,95456,1087,59956,743,2023,1450,7,17400,38.863575448941305,18.93568396996409,Burdened (30-50%),Affordable (<30%),19.927891478977216
42,Pennsylvania,76081,310,42188,687,87985,617,93356,663,53582,367,2023,1162,4,13944,33.05205271641225,15.848155935670851,Burdened (30-50%),Affordable (<30%),17.203896780741395
44,Rhode Island,86372,1274,48239,5162,92918,1578,105071,2456,59716,1650,2023,1273,19,15276,31.667323120296853,16.4403022019415,Burdened (30-50%),Affordable (<30%),15.227020918355354
45,South Carolina,66818,504,38327,1944,74105,958,78325,942,52271,570,2023,1126,7,13512,35.254520312051554,18.23358747722826,Burdened (30-50%),Affordable (<30%),17.020932834823295
46,South Dakota,72421,805,41629,2104,81411,1246,88440,1838,53671,1185,2023,912,10,10944,26.289365586490188,13.442900836496296,Affordable (<30%),Affordable (<30%),12.846464749993892
47,Tennessee,67097,360,42016,889,74843,736,79712,734,50265,492,2023,1122,7,13464,32.04493526275704,17.989658351482436,Burdened (30-50%),Affordable (<30%),14.055276911274607
48,Texas,76292,265,41078,677,82249,486,91649,521,55974,371,2023,1339,4,16068,39.1158284239739,19.53579982735352,Burdened (30-50%),Affordable (<30%),19.58002859662038
49,Utah,91750,634,53047,1564,97590,952,114782,1513,67356,1024,2023,1405,10,16860,31.783135709842213,17.276360282815862,Burdened (30-50%),Affordable (<30%),14.506775427026351
50,Vermont,78024,1357,43628,3271,93311,2084,93037,2354,57236,1310,2023,1193,16,14316,32.813789309617675,15.342242608052642,Burdened (30-50%),Affordable (<30%),17.471546701565032
51,Virginia,90974,485,46934,1165,98631,897,112425,995,64957,565,2023,1514,8,18168,38.70967741935484,18.42017215682696,Burdened (30-50%),Affordable (<30%),20.28950526252788
53,Washington,94952,476,54782,1373,107195,843,115438,854,65404,588,2023,1682,9,20184,36.84421890401957,18.82923643826671,Burdened (30-50%),Affordable (<30%),18.01498246575286
54,West Virginia,57917,607,32481,1996,68704,1236,68993,1641,45248,720,2023,850,9,10200,31.402974046365568,14.84629715882627,Burdened (30-50%),Affordable (<30%),16.556676887539297
55,Wisconsin,75670,402,43435,1105,86719,905,92539,876,55271,459,2023,1045,4,12540,28.87072637274088,14.460498852615922,Affordable (<30%),Affordable (<30%),14.410227520124957
56,Wyoming,74815,1225,39401,2927,87117,1762,89736,2736,57153,1500,2023,968,16,11616,29.481485241491335,13.333792485967146,Affordable (<30%),Affordable (<30%),16.14769275552419
72,Puerto Rico,25096,232,11151,1704,28798,544,30258,444,20859,269,2023,562,6,6744,60.47888081786387,23.418292937009515,Severely Burdened (>50%),Affordable (<30%),37.06058788085436
