GEOID,state,medinc_totalE,medinc_totalM,medinc_15_24E,medinc_15_24M,medinc_25_44E,medinc_25_44M,medinc_45_64E,medinc_45_64M,medinc_65_plusE,medinc_65_plusM,year,med_rentE,med_rentM,annual_rent,rtb_15_24,rtb_25_44,burden_cat_young,burden_cat_established,affordability_gap
44,Rhode Island,61043,763,27149,2161,65219,1321,76657,1489,40768,893,2017,957,6,11484,42.29990054882316,17.608365660313712,Burdened (30-50%),Affordable (<30%),24.691534888509448
45,South Carolina,48781,288,25773,713,52106,484,56700,546,39325,396,2017,836,4,10032,38.92445582586428,19.253061067823282,Burdened (30-50%),Affordable (<30%),19.671394758040996
46,South Dakota,54126,531,32767,1313,61408,952,65339,1085,38866,897,2017,696,7,8352,25.48905911435286,13.600833767587284,Affordable (<30%),Affordable (<30%),11.888225346765575
47,Tennessee,48708,242,27001,583,53066,441,56823,437,37586,311,2017,808,4,9696,35.909781119217804,18.271586326461385,Burdened (30-50%),Affordable (<30%),17.63819479275642
48,Texas,57051,183,29954,406,60769,276,68525,392,41784,209,2017,952,2,11424,38.138479001135074,18.799058730602773,Burdened (30-50%),Affordable (<30%),19.3394202705323
50,Vermont,57808,741,31609,2341,65398,1262,68377,1324,40774,884,2017,945,11,11340,35.87585814166851,17.339979815896513,Burdened (30-50%),Affordable (<30%),18.535878325771996
49,Utah,65325,407,35681,938,68600,702,81185,809,49026,666,2017,948,6,11376,31.882514503517278,16.58309037900875,Burdened (30-50%),Affordable (<30%),15.29942412450853
51,Virginia,68766,319,32664,866,73864,547,83327,513,49411,381,2017,1166,5,13992,42.836149889786924,18.942922127152606,Burdened (30-50%),Affordable (<30%),23.893227762634318
53,Washington,66174,272,35004,999,72646,473,80104,630,47130,407,2017,1120,4,13440,38.39561193006514,18.50067450375795,Burdened (30-50%),Affordable (<30%),19.894937426307187
54,West Virginia,44061,439,22020,1180,51412,755,51868,656,34551,469,2017,681,6,8172,37.11171662125341,15.895121761456469,Burdened (30-50%),Affordable (<30%),21.21659485979694
55,Wisconsin,56759,213,29722,730,63956,532,70548,438,38753,275,2017,813,3,9756,32.824170648004845,15.254237288135593,Burdened (30-50%),Affordable (<30%),17.569933359869253
56,Wyoming,60938,836,29991,2652,70759,1848,73103,1468,41750,1411,2017,828,11,9936,33.12993898169451,14.042029989117994,Burdened (30-50%),Affordable (<30%),19.087908992576516
72,Puerto Rico,19775,176,6884,622,22310,451,23156,316,16674,202,2017,464,6,5568,80.88320743753631,24.957418198117438,Severely Burdened (>50%),Affordable (<30%),55.925789239418876
10,Delaware,63036,738,32110,2136,65981,1294,77562,1343,48084,877,2017,1076,10,12912,40.21177203363438,19.56926994134675,Burdened (30-50%),Affordable (<30%),20.642502092287632
11,District of Columbia,77649,1075,32149,3174,92441,1715,78333,2607,52254,2154,2017,1424,17,17088,53.15250863168372,18.485304139937906,Severely Burdened (>50%),Affordable (<30%),34.66720449174582
09,Connecticut,73781,450,34055,2155,77166,1010,92683,899,50211,541,2017,1123,5,13476,39.57128175011012,17.463649793950704,Burdened (30-50%),Affordable (<30%),22.107631956159413
12,Florida,50883,140,27918,528,54178,324,60019,301,40975,186,2017,1077,3,12924,46.29271437782076,23.854701170216693,Burdened (30-50%),Affordable (<30%),22.438013207604065
13,Georgia,52977,282,26686,716,55233,415,63724,497,39938,374,2017,927,3,11124,41.68477853556172,20.140133615773177,Burdened (30-50%),Affordable (<30%),21.544644919788542
16,Idaho,50985,368,25216,1168,55480,917,61924,993,39243,714,2017,792,7,9504,37.690355329949234,17.13049747656813,Burdened (30-50%),Affordable (<30%),20.559857853381104
15,Hawaii,74923,736,39122,1944,76799,1258,86990,1520,62524,1268,2017,1507,18,18084,46.224630642605185,23.547181603927132,Burdened (30-50%),Affordable (<30%),22.677449038678052
17,Illinois,61229,190,27183,559,66557,473,75329,465,42020,235,2017,952,3,11424,42.026266416510325,17.16423516684947,Burdened (30-50%),Affordable (<30%),24.862031249660856
18,Indiana,52182,200,26778,610,57346,576,63544,442,39104,267,2017,782,3,9384,35.043692583464036,16.36382659644962,Burdened (30-50%),Affordable (<30%),18.679865987014416
19,Iowa,56570,303,30207,660,64170,585,69969,620,39749,353,2017,740,4,8880,29.397159598768496,13.83824216923796,Affordable (<30%),Affordable (<30%),15.558917429530537
20,Kansas,55477,401,29202,739,61001,599,68489,684,41198,423,2017,801,5,9612,32.91555372919663,15.75711873575843,Burdened (30-50%),Affordable (<30%),17.1584349934382
21,Kentucky,46535,288,26378,753,53524,521,54064,581,35282,364,2017,713,4,8556,32.43612100993252,15.985352365294073,Burdened (30-50%),Affordable (<30%),16.450768644638448
22,Louisiana,46710,353,23841,1044,52447,558,55384,735,34036,408,2017,825,4,9900,41.52510381275953,18.876198829294335,Burdened (30-50%),Affordable (<30%),22.648904983465197
23,Maine,53024,513,31086,1439,60550,965,63433,858,38015,542,2017,808,7,9696,31.190889789615905,16.013212221304705,Burdened (30-50%),Affordable (<30%),15.1776775683112
24,Maryland,78916,380,37845,1467,82040,646,95503,642,54844,602,2017,1311,5,15732,41.569560047562426,19.17601170160897,Burdened (30-50%),Affordable (<30%),22.393548345953455
25,Massachusetts,74167,380,35425,1386,83862,625,92096,732,45193,425,2017,1173,5,14076,39.73465067043049,16.784717750590257,Burdened (30-50%),Affordable (<30%),22.949932919840233
26,Michigan,52668,180,26823,631,57816,413,64259,341,40784,201,2017,824,3,9888,36.86388547142378,17.102532171025324,Burdened (30-50%),Affordable (<30%),19.761353300398454
27,Minnesota,65699,249,33928,1178,74283,521,80491,539,43259,379,2017,906,4,10872,32.04432916764914,14.635919389362304,Burdened (30-50%),Affordable (<30%),17.408409778286835
08,Colorado,65458,317,32269,756,70695,671,79104,485,48047,455,2017,1125,5,13500,41.835817657814,19.096117122851687,Burdened (30-50%),Affordable (<30%),22.73970053496231
28,Mississippi,43567,395,25227,1318,48185,684,50409,656,34275,487,2018,762,5,9144,36.24687834463075,18.976860018678014,Burdened (30-50%),Affordable (<30%),17.270018325952737
29,Missouri,53560,221,28670,810,60699,508,64219,440,40184,315,2018,809,4,9708,33.86117893268224,15.993673701378935,Burdened (30-50%),Affordable (<30%),17.86750523130331
30,Montana,52559,587,29264,1641,60392,1260,61929,1160,40168,635,2018,783,8,9396,32.1077091306725,15.558352099615844,Burdened (30-50%),Affordable (<30%),16.54935703105665
31,Nebraska,59116,346,31669,924,65648,710,73502,753,42172,593,2018,805,5,9660,30.503015567273987,14.714842797952718,Burdened (30-50%),Affordable (<30%),15.78817276932127
32,Nevada,57598,408,35767,767,60571,713,66537,781,45468,568,2018,1060,5,12720,35.56350826180557,21.000148585956975,Burdened (30-50%),Affordable (<30%),14.563359675848599
33,New Hampshire,74057,714,40545,2939,82169,1346,89737,1260,49751,793,2018,1077,8,12924,31.875693673695892,15.728559432389345,Burdened (30-50%),Affordable (<30%),16.147134241306546
34,New Jersey,79363,386,37186,1339,85767,688,97649,734,51492,428,2018,1295,4,15540,41.78992093798741,18.11885690300465,Burdened (30-50%),Affordable (<30%),23.67106403498276
35,New Mexico,48059,438,26961,1149,50836,739,55842,838,40143,661,2018,828,6,9936,36.85323244686769,19.545204186009915,Burdened (30-50%),Affordable (<30%),17.30802826085778
36,New York,65323,270,32689,648,73850,407,78232,410,44136,260,2018,1240,3,14880,45.51989966043623,20.148950575490858,Burdened (30-50%),Affordable (<30%),25.370949084945373
37,North Carolina,52413,224,29094,607,56570,443,62464,433,40062,303,2018,877,3,10524,36.17240668179006,18.60350008838607,Burdened (30-50%),Affordable (<30%),17.568906593403987
38,North Dakota,63473,688,36135,2026,73785,1331,80529,1347,41770,1051,2018,806,7,9672,26.766293067662932,13.108355356779832,Affordable (<30%),Affordable (<30%),13.6579377108831
39,Ohio,54533,167,28485,578,60925,391,66721,420,40358,195,2018,788,2,9456,33.19641916798315,15.520722199425524,Burdened (30-50%),Affordable (<30%),17.675696968557627
40,Oklahoma,51424,213,29782,812,56693,421,60647,545,39918,329,2018,793,3,9516,31.95218588409106,16.785141022701218,Burdened (30-50%),Affordable (<30%),15.167044861389844
41,Oregon,59393,384,30840,869,66141,723,71022,722,44699,495,2018,1050,5,12600,40.856031128404666,19.050210913049394,Burdened (30-50%),Affordable (<30%),21.805820215355272
42,Pennsylvania,59445,234,28511,820,67926,468,73434,379,40464,217,2018,915,3,10980,38.51145172038862,16.164649765921737,Burdened (30-50%),Affordable (<30%),22.346801954466883
44,Rhode Island,63296,705,29247,2329,68018,1273,78949,1283,42027,679,2018,981,9,11772,40.25028208021336,17.307183392631362,Burdened (30-50%),Affordable (<30%),22.943098687581998
45,South Carolina,51015,271,27631,939,54753,564,59405,615,41017,402,2018,868,5,10416,37.69678983750136,19.02361514437565,Burdened (30-50%),Affordable (<30%),18.673174693125713
46,South Dakota,56499,508,33170,2048,64381,700,68069,1330,40628,804,2018,722,9,8664,26.119987940910462,13.457386496015905,Affordable (<30%),Affordable (<30%),12.662601444894557
47,Tennessee,50972,250,29429,729,55707,505,59578,503,39089,308,2018,841,3,10092,34.292704475177544,18.116215197371965,Burdened (30-50%),Affordable (<30%),16.17648927780558
48,Texas,59570,209,31149,359,63253,298,71455,407,43411,212,2018,998,2,11976,38.44746219782337,18.93348932066463,Burdened (30-50%),Affordable (<30%),19.51397287715874
50,Vermont,60076,656,33244,2411,67976,1268,71566,1238,42542,921,2018,972,12,11664,35.08603056190591,17.158997293162294,Burdened (30-50%),Affordable (<30%),17.927033268743614
49,Utah,68374,437,37318,1298,72045,582,84726,873,51172,683,2018,988,6,11856,31.770191328581383,16.456381428273996,Burdened (30-50%),Affordable (<30%),15.313809900307387
51,Virginia,71564,326,34975,816,76934,602,86769,675,51230,395,2018,1202,5,14424,41.24088634739099,18.748537707645514,Burdened (30-50%),Affordable (<30%),22.492348639745476
53,Washington,70116,308,38158,994,77436,468,84306,606,49616,374,2018,1194,5,14328,37.54913779548195,18.503021850302183,Burdened (30-50%),Affordable (<30%),19.046115945179764
54,West Virginia,44921,470,23874,1679,52786,950,52261,784,35779,429,2018,711,6,8532,35.73762251822066,16.16337665290039,Burdened (30-50%),Affordable (<30%),19.574245865320272
55,Wisconsin,59209,236,31712,542,67042,515,73206,380,40383,302,2018,837,3,10044,31.672552976791117,14.981653291966229,Burdened (30-50%),Affordable (<30%),16.69089968482489
56,Wyoming,62268,932,30764,2116,72111,1765,74718,1798,42937,1560,2018,843,15,10116,32.88259004030685,14.028372925073846,Burdened (30-50%),Affordable (<30%),18.854217115233006
72,Puerto Rico,20166,190,6666,634,22421,454,23630,327,17201,168,2018,474,4,5688,85.32853285328534,25.36907363632309,Severely Burdened (>50%),Affordable (<30%),59.959459216962244
01,Alabama,48486,364,23802,1040,52895,474,57911,681,37829,379,2018,772,4,9264,38.92109906730527,17.5139427167029,Burdened (30-50%),Affordable (<30%),21.40715635060237
02,Alaska,76715,894,44560,2348,79936,1782,90126,1929,60627,1911,2018,1231,13,14772,33.1508078994614,18.47978382706165,Burdened (30-50%),Affordable (<30%),14.67102407239975
04,Arizona,56213,275,31167,617,60885,503,66961,536,45223,421,2018,1009,4,12108,38.848782365964,19.886671593988666,Burdened (30-50%),Affordable (<30%),18.962110771975333
05,Arkansas,45726,350,27196,891,51264,601,53243,606,36077,404,2018,729,4,8748,32.16649507280482,17.064606741573034,Burdened (30-50%),Affordable (<30%),15.101888331231788
06,California,71228,217,35449,481,75328,389,84345,321,51730,236,2018,1429,2,17148,48.37371999210133,22.764443500424807,Burdened (30-50%),Affordable (<30%),25.60927649167652
08,Colorado,68811,364,35822,744,74554,559,82650,596,50058,428,2018,1196,5,14352,40.064764669756016,19.250476164927434,Burdened (30-50%),Affordable (<30%),20.814288504828582
10,Delaware,65627,768,32692,1887,68423,1468,79693,1321,51618,901,2018,1110,9,13320,40.74391288388596,19.46713824298847,Burdened (30-50%),Affordable (<30%),21.276774640897493
11,District of Columbia,82604,1081,37869,3714,97800,1841,84143,2386,53580,2121,2018,1487,16,17844,47.12033589479522,18.245398773006137,Burdened (30-50%),Affordable (<30%),28.87493712178908
09,Connecticut,76106,552,36819,1923,79299,907,95832,995,52631,641,2018,1156,5,13872,37.67619978815285,17.493284909015248,Burdened (30-50%),Affordable (<30%),20.182914879137602
12,Florida,53267,181,30195,598,57241,398,62771,310,42639,205,2018,1128,3,13536,44.828614008941884,23.647385615205884,Burdened (30-50%),Affordable (<30%),21.181228393736
13,Georgia,55679,243,29139,862,58432,462,67235,524,41448,367,2018,968,3,11616,39.86409966024915,19.879518072289155,Burdened (30-50%),Affordable (<30%),19.984581587959998
16,Idaho,53089,400,27281,1369,58254,882,64013,899,40881,756,2018,825,6,9900,36.288992338990504,16.994541147389018,Burdened (30-50%),Affordable (<30%),19.294451191601485
15,Hawaii,78084,607,40591,1946,80092,1109,91022,1225,65086,1180,2018,1566,14,18792,46.29597694070114,23.463017529840684,Burdened (30-50%),Affordable (<30%),22.832959410860454
17,Illinois,63575,187,29498,760,69629,395,78339,397,43679,288,2018,984,3,11808,40.029832531019046,16.95845122003763,Burdened (30-50%),Affordable (<30%),23.071381310981415
18,Indiana,54325,230,28841,660,60070,491,65805,559,40599,275,2018,807,4,9684,33.57719912624389,16.12119194273348,Burdened (30-50%),Affordable (<30%),17.456007183510412
19,Iowa,58580,313,31430,691,66493,652,72184,579,41369,368,2018,766,5,9192,29.245943366210625,13.824011550087977,Affordable (<30%),Affordable (<30%),15.421931816122648
20,Kansas,57422,337,30933,987,63335,633,70828,629,42618,401,2018,831,5,9972,32.23741635146931,15.7448488197679,Burdened (30-50%),Affordable (<30%),16.492567531701404
21,Kentucky,48392,291,28083,852,55744,626,56133,491,36617,323,2018,741,4,8892,31.663283837196882,15.951492537313433,Burdened (30-50%),Affordable (<30%),15.71179129988345
22,Louisiana,47942,363,25552,1026,53554,640,56728,744,35363,385,2018,850,4,10200,39.91859737006888,19.04619636254995,Burdened (30-50%),Affordable (<30%),20.87240100751893
23,Maine,55425,588,32310,1821,63962,1006,66472,853,39377,531,2018,831,8,9972,30.86350974930362,15.590506863450173,Burdened (30-50%),Affordable (<30%),15.273002885853447
24,Maryland,81868,431,39748,1247,84605,669,99403,769,57240,545,2018,1357,4,16284,40.96809902385026,19.247089415519177,Burdened (30-50%),Affordable (<30%),21.72100960833108
25,Massachusetts,77378,425,38244,1835,88230,772,96031,732,47486,420,2018,1225,6,14700,38.4374019454032,16.6609996599796,Burdened (30-50%),Affordable (<30%),21.776402285423604
26,Michigan,54938,166,29150,565,60650,424,67108,438,42287,190,2018,850,2,10200,34.99142367066895,16.81780708985985,Burdened (30-50%),Affordable (<30%),18.1736165808091
27,Minnesota,68411,276,36440,858,77555,541,83576,458,45519,369,2018,944,4,11328,31.08671789242591,14.606408355360712,Burdened (30-50%),Affordable (<30%),16.480309537065196
01,Alabama,50536,304,23691,1077,54821,480,60250,554,39518,361,2019,792,5,9504,40.11649993668482,17.336422173984424,Burdened (30-50%),Affordable (<30%),22.780077762700394
02,Alaska,77640,1015,44526,2749,80407,1730,92391,2032,61257,1678,2019,1244,13,14928,33.526478911197955,18.565547775691172,Burdened (30-50%),Affordable (<30%),14.960931135506783
04,Arizona,58945,266,33202,1002,63679,448,70377,473,47442,352,2019,1052,4,12624,38.0218059153063,19.824431916330347,Burdened (30-50%),Affordable (<30%),18.197373998975955
05,Arkansas,47597,328,28951,1070,53066,627,55382,651,37101,473,2019,745,4,8940,30.87976235708611,16.846945313383337,Burdened (30-50%),Affordable (<30%),14.032817043702774
06,California,75235,232,38389,561,80095,398,88861,447,54428,275,2019,1503,4,18036,46.98220844512751,22.518259566764467,Burdened (30-50%),Affordable (<30%),24.463948878363045
08,Colorado,72331,370,38689,1028,78228,558,86829,663,52407,465,2019,1271,6,15252,39.42205794928791,19.49685534591195,Burdened (30-50%),Affordable (<30%),19.92520260337596
10,Delaware,68287,696,34216,2069,70605,1310,82986,1425,54346,892,2019,1130,8,13560,39.63058218377367,19.205438708306776,Burdened (30-50%),Affordable (<30%),20.425143475466893
11,District of Columbia,86420,1008,39391,3263,101513,1534,89041,2900,56953,2257,2019,1541,19,18492,46.944733568581654,18.216386078630322,Burdened (30-50%),Affordable (<30%),28.728347489951332
09,Connecticut,78444,553,39118,1410,81064,979,98647,969,55538,784,2019,1180,6,14160,36.198169640574676,17.46767985789006,Burdened (30-50%),Affordable (<30%),18.730489782684614
12,Florida,55660,220,31906,407,60135,381,65374,418,45008,244,2019,1175,4,14100,44.19231492509246,23.44724370167124,Burdened (30-50%),Affordable (<30%),20.74507122342122
13,Georgia,58700,294,31173,657,61608,486,70757,574,43803,391,2019,1006,4,12072,38.72582042151862,19.594857810673936,Burdened (30-50%),Affordable (<30%),19.130962610844684
16,Idaho,55785,539,30252,860,61507,942,66728,919,43250,641,2019,853,7,10236,33.835779452598175,16.642008226705904,Burdened (30-50%),Affordable (<30%),17.19377122589227
15,Hawaii,81275,780,41837,2064,82644,1288,95066,1293,67985,1484,2019,1617,18,19404,46.37999856586275,23.47901844054015,Burdened (30-50%),Affordable (<30%),22.9009801253226
17,Illinois,65886,283,31041,571,72646,495,81223,463,45861,359,2019,1010,4,12120,39.04513385522373,16.683643972138864,Burdened (30-50%),Affordable (<30%),22.361489883084868
18,Indiana,56303,271,30463,588,62537,394,68726,572,41926,274,2019,826,3,9912,32.53783278075042,15.849816908390233,Burdened (30-50%),Affordable (<30%),16.68801587236019
19,Iowa,60523,321,33559,1383,68807,714,74478,604,43149,420,2019,789,4,9468,28.212998003516194,13.760227883790893,Affordable (<30%),Affordable (<30%),14.452770119725301
20,Kansas,59597,337,31637,923,65607,735,73078,637,44416,452,2019,850,4,10200,32.2407307898979,15.54712149618181,Burdened (30-50%),Affordable (<30%),16.693609293716094
21,Kentucky,50589,294,30068,837,58132,703,58809,756,38067,432,2019,763,4,9156,30.450977783690302,15.750361246817587,Burdened (30-50%),Affordable (<30%),14.700616536872715
22,Louisiana,49469,392,26211,1111,55290,859,58153,678,36643,395,2019,866,4,10392,39.64747625042921,18.795442213781875,Burdened (30-50%),Affordable (<30%),20.852034036647332
23,Maine,57918,496,36292,1932,67055,1052,69234,856,41220,678,2019,853,8,10236,28.204562989088505,15.26508090373574,Affordable (<30%),Affordable (<30%),12.939482085352765
24,Maryland,84805,465,42745,1221,87405,734,102855,760,59434,607,2019,1392,5,16704,39.078254766639375,19.111034837823922,Burdened (30-50%),Affordable (<30%),19.967219928815453
25,Massachusetts,81215,429,41095,1615,92545,785,100386,774,50475,442,2019,1282,6,15384,37.435211096240415,16.62326435787995,Burdened (30-50%),Affordable (<30%),20.811946738360465
26,Michigan,57144,216,30853,464,63027,445,69897,405,44061,231,2019,871,3,10452,33.876770492334614,16.58336903231948,Burdened (30-50%),Affordable (<30%),17.293401460015133
27,Minnesota,71306,262,38836,835,81182,551,86757,542,47971,385,2019,977,4,11724,30.188484910907405,14.441624990761499,Burdened (30-50%),Affordable (<30%),15.746859920145907
28,Mississippi,45081,385,25404,1187,49502,777,52148,771,35631,625,2019,780,5,9360,36.84459140292867,18.908326936285402,Burdened (30-50%),Affordable (<30%),17.93626446664327
29,Missouri,55461,294,30633,670,63221,487,66537,666,41719,309,2019,830,4,9960,32.51395553814514,15.75425886967938,Burdened (30-50%),Affordable (<30%),16.75969666846576
30,Montana,54970,606,29559,1497,63510,922,64446,983,42069,630,2019,810,10,9720,32.88338577083122,15.304676428908834,Burdened (30-50%),Affordable (<30%),17.578709341922384
31,Nebraska,61439,416,33109,1368,68448,801,75688,681,44445,607,2019,833,5,9996,30.19118668639947,14.603786816269285,Burdened (30-50%),Affordable (<30%),15.587399870130184
32,Nevada,60365,409,37494,1109,62981,684,70407,744,47665,587,2019,1107,5,13284,35.42966874699952,21.092075387815374,Burdened (30-50%),Affordable (<30%),14.337593359184144
33,New Hampshire,76768,728,43587,3422,84505,1696,93534,1328,52271,759,2019,1111,9,13332,30.587101658751465,15.77658126738063,Burdened (30-50%),Affordable (<30%),14.810520391370835
34,New Jersey,82545,400,39363,1728,89785,785,101498,554,54430,457,2019,1334,5,16008,40.66763204024084,17.82925878487498,Burdened (30-50%),Affordable (<30%),22.83837325536586
35,New Mexico,49754,430,27300,1144,52704,870,57485,951,41843,633,2019,844,6,10128,37.0989010989011,19.216757741347905,Burdened (30-50%),Affordable (<30%),17.882143357553197
36,New York,68486,313,34646,975,77409,526,81723,420,46606,278,2019,1280,3,15360,44.334122265196555,19.842653954966476,Burdened (30-50%),Affordable (<30%),24.49146831023008
37,North Carolina,54602,231,30936,492,59286,548,65102,499,41750,325,2019,907,4,10884,35.182311869666414,18.35846574233377,Burdened (30-50%),Affordable (<30%),16.823846127332644
38,North Dakota,64894,813,37389,2423,75446,1646,81599,1583,44019,954,2019,826,8,9912,26.51047099414266,13.137873445908333,Affordable (<30%),Affordable (<30%),13.372597548234328
39,Ohio,56602,213,30719,448,63024,350,69189,410,42072,220,2019,808,3,9696,31.563527458576125,15.384615384615385,Burdened (30-50%),Affordable (<30%),16.17891207396074
40,Oklahoma,52919,225,30768,773,58612,535,62344,508,41379,340,2019,810,4,9720,31.59126365054602,16.583634750563025,Burdened (30-50%),Affordable (<30%),15.007628899982993
41,Oregon,62818,304,33130,1586,70601,638,74782,646,47159,537,2019,1110,5,13320,40.205252037428316,18.86658829195054,Burdened (30-50%),Affordable (<30%),21.338663745477778
42,Pennsylvania,61744,189,30244,504,70683,420,76132,364,42482,224,2019,938,3,11256,37.217299299034515,15.924621196044312,Burdened (30-50%),Affordable (<30%),21.2926781029902
44,Rhode Island,67167,958,31014,3158,71649,1414,83931,1957,44093,1161,2019,1004,10,12048,38.84697233507448,16.81530795963656,Burdened (30-50%),Affordable (<30%),22.031664375437924
45,South Carolina,53199,276,28930,1145,57666,764,62050,586,42801,365,2019,894,5,10728,37.082613204286204,18.603683279575485,Burdened (30-50%),Affordable (<30%),18.47892992471072
46,South Dakota,58275,643,34879,1978,65875,1184,70776,983,43345,851,2019,747,8,8964,25.700278104303447,13.607590132827324,Affordable (<30%),Affordable (<30%),12.092687971476122
47,Tennessee,53320,260,31927,779,58508,589,62583,456,40952,338,2019,869,3,10428,32.662010210793376,17.82320366445614,Burdened (30-50%),Affordable (<30%),14.838806546337235
48,Texas,61874,208,32170,328,65252,372,74147,426,45521,256,2019,1045,3,12540,38.98041653714641,19.217801753202966,Burdened (30-50%),Affordable (<30%),19.762614783943445
50,Vermont,61973,662,33216,2361,69923,1522,73722,1268,45746,971,2019,985,12,11820,35.585260115606935,16.90430902564249,Burdened (30-50%),Affordable (<30%),18.680951089964445
49,Utah,71621,447,39030,1209,75148,605,89352,984,53720,710,2019,1037,8,12444,31.88316679477325,16.559322936072814,Burdened (30-50%),Affordable (<30%),15.323843858700435
51,Virginia,74222,341,36933,1256,79860,620,90176,590,53323,442,2019,1234,5,14808,40.09422467711802,18.54244928625094,Burdened (30-50%),Affordable (<30%),21.551775390867082
53,Washington,73775,298,41147,849,81992,481,89139,673,52100,380,2019,1258,6,15096,36.68797239166889,18.4115523465704,Burdened (30-50%),Affordable (<30%),18.276420045098494
54,West Virginia,46711,492,25329,1782,54660,1012,54146,860,37240,499,2019,725,5,8700,34.347980575624774,15.916575192096596,Burdened (30-50%),Affordable (<30%),18.43140538352818
55,Wisconsin,61747,204,33889,788,69983,447,76098,426,42486,292,2019,856,2,10272,30.31072029272035,14.677850335081377,Burdened (30-50%),Affordable (<30%),15.632869957638974
56,Wyoming,64049,707,31786,2418,73705,1455,77316,1769,45227,1124,2019,855,13,10260,32.27836154281759,13.920358184655043,Burdened (30-50%),Affordable (<30%),18.35800335816255
72,Puerto Rico,20539,185,6614,646,22684,468,24247,374,17450,206,2019,478,4,5736,86.72512851527063,25.286545582789632,Severely Burdened (>50%),Affordable (<30%),61.438582932481
42,Pennsylvania,63627,256,32905,729,73230,555,78215,470,44143,278,2020,958,3,11496,34.93693967482145,15.698484227775502,Burdened (30-50%),Affordable (<30%),19.23845544704595
06,California,78672,270,41045,544,84076,424,92828,416,57034,328,2020,1586,4,19032,46.36861980752832,22.636662067653077,Burdened (30-50%),Affordable (<30%),23.73195773987524
54,West Virginia,48037,616,26541,1546,56539,1144,56048,1141,38235,635,2020,732,8,8784,33.09596473380807,15.536178567006845,Burdened (30-50%),Affordable (<30%),17.559786166801224
49,Utah,74197,508,40500,1146,78035,997,92923,1328,55560,960,2020,1090,7,13080,32.2962962962963,16.76170948933171,Burdened (30-50%),Affordable (<30%),15.534586806964587
36,New York,71117,266,36514,954,81159,501,84446,503,48539,348,2020,1315,5,15780,43.21630059703128,19.44331497430969,Burdened (30-50%),Affordable (<30%),23.77298562272159
11,District of Columbia,90842,1580,44256,3352,105346,2590,99304,4540,59428,3325,2020,1607,24,19284,43.573752711496745,18.305393655193363,Burdened (30-50%),Affordable (<30%),25.26835905630338
02,Alaska,77790,1134,45806,2895,82116,2102,93859,1906,61223,1337,2020,1240,16,14880,32.484827315198885,18.120707292123335,Burdened (30-50%),Affordable (<30%),14.36412002307555
12,Florida,57703,269,33820,814,62440,433,68016,525,46182,318,2020,1218,3,14616,43.217031342400944,23.40807174887892,Burdened (30-50%),Affordable (<30%),19.808959593522022
45,South Carolina,54864,343,30987,1137,60452,611,64299,680,43822,553,2020,918,6,11016,35.55039209991286,18.222722159730033,Burdened (30-50%),Affordable (<30%),17.32766994018283
38,North Dakota,65315,840,38725,3323,74093,1636,81860,1277,45849,1330,2020,828,9,9936,25.657843770174303,13.41017370061949,Affordable (<30%),Affordable (<30%),12.247670069554813
23,Maine,59489,682,38581,2569,69747,1314,70803,997,43065,869,2020,873,7,10476,27.15326196832638,15.020000860252052,Affordable (<30%),Affordable (<30%),12.133261108074327
13,Georgia,61224,306,33271,1109,64797,685,73645,651,45171,467,2020,1042,4,12504,37.582278861470954,19.297189684707625,Burdened (30-50%),Affordable (<30%),18.28508917676333
01,Alabama,52035,377,25255,904,56666,616,62633,761,40419,539,2020,811,5,9732,38.534943575529596,17.174319697878797,Burdened (30-50%),Affordable (<30%),21.3606238776508
33,New Hampshire,77923,846,45888,3590,86516,1420,94746,1366,53391,1221,2020,1145,10,13740,29.94246861924686,15.88145545332655,Affordable (<30%),Affordable (<30%),14.06101316592031
41,Oregon,65667,390,35884,1698,73810,760,78147,858,49708,663,2020,1173,5,14076,39.22639616542192,19.070586641376508,Burdened (30-50%),Affordable (<30%),20.15580952404541
56,Wyoming,65304,1056,31642,2787,75858,1556,78584,2239,47223,1565,2020,853,12,10236,32.349409013336704,13.493632840306887,Burdened (30-50%),Affordable (<30%),18.855776173029817
04,Arizona,61529,286,36852,1080,67184,617,73647,782,48964,518,2020,1097,5,13164,35.7212634321068,19.593950940700168,Burdened (30-50%),Affordable (<30%),16.127312491406634
22,Louisiana,50800,360,27228,1438,57317,918,59260,841,39523,879,2020,876,5,10512,38.607315998237105,18.340108519287472,Burdened (30-50%),Affordable (<30%),20.267207478949633
18,Indiana,58235,305,31485,748,64341,587,71556,555,43251,411,2020,844,3,10128,32.16769890424012,15.741129295472561,Burdened (30-50%),Affordable (<30%),16.426569608767558
16,Idaho,58915,599,33344,1879,65302,893,69677,1304,45216,1005,2020,887,9,10644,31.92178502879079,16.299653915653426,Burdened (30-50%),Affordable (<30%),15.622131113137364
09,Connecticut,79855,587,41337,1711,83465,1278,99541,1178,57408,910,2020,1201,6,14412,34.86464910370854,17.26711795363326,Burdened (30-50%),Affordable (<30%),17.597531150075277
15,Hawaii,83173,983,45684,3258,84603,1732,97101,1483,71086,1587,2020,1651,16,19812,43.367480956133434,23.41760930463459,Burdened (30-50%),Affordable (<30%),19.949871651498846
17,Illinois,68428,267,32544,693,75867,457,83485,502,48066,378,2020,1038,4,12456,38.27433628318584,16.41820554391237,Burdened (30-50%),Affordable (<30%),21.856130739273468
